date,value,weekday,working_day
2018-07-02,4312596.0,0,1
2018-07-03,4506119.0,1,1
2018-07-04,4466348.0,2,1
2018-07-05,4441343.0,3,1
2018-07-06,4420409.0,4,1
2018-07-07,3995089.0,5,1
2018-07-08,3693845.0,6,1
2018-07-09,4532161.0,0,1
2018-07-10,4646812.0,1,1
2018-07-11,4626473.0,2,1
2018-07-12,4560833.0,3,1
2018-07-13,4538922.0,4,1
2018-07-14,4043315.0,5,1
2018-07-15,3678067.0,6,1
2018-07-16,4357594.0,0,1
2018-07-17,4535499.0,1,1
2018-07-18,4594265.0,2,1
2018-07-19,4608915.0,3,1
2018-07-20,4529236.0,4,1
2018-07-21,3973845.0,5,1
2018-07-22,3602894.0,6,1
2018-07-23,4426520.0,0,1
2018-07-24,4582597.0,1,1
2018-07-25,4521238.0,2,1
2018-07-26,4581655.0,3,1
2018-07-27,4562389.0,4,1
2018-07-28,4087772.0,5,1
2018-07-29,3725106.0,6,1
2018-07-30,4425235.0,0,1
2018-07-31,4541990.0,1,1
2018-08-01,4677336.0,2,1
2018-08-02,4806045.0,3,1
2018-08-03,4862956.0,4,1
2018-08-04,4323414.0,5,1
2018-08-05,4005784.0,6,1
2018-08-06,4708957.0,0,1
2018-08-07,4722761.0,1,1
2018-08-08,4605750.0,2,1
2018-08-09,4459055.0,3,1
2018-08-10,4312624.0,4,1
2018-08-11,3996815.0,5,1
2018-08-12,3760798.0,6,1
2018-08-13,4226402.0,0,1
2018-08-14,4201811.0,1,1
2018-08-15,3757729.0,2,0
2018-08-16,4122195.0,3,1
2018-08-17,4038851.0,4,1
2018-08-18,3687930.0,5,1
2018-08-19,3511361.0,6,1
2018-08-20,4185655.0,0,1
2018-08-21,4355444.0,1,1
2018-08-22,4415560.0,2,1
2018-08-23,4408423.0,3,1
2018-08-24,4364284.0,4,1
2018-08-25,3910373.0,5,1
2018-08-26,3619041.0,6,1
2018-08-27,4441147.0,0,1
2018-08-28,4590327.0,1,1
2018-08-29,4564931.0,2,1
2018-08-30,4552374.0,3,1
2018-08-31,4496882.0,4,1
2018-09-01,4042189.0,5,1
2018-09-02,3801777.0,6,1
2018-09-03,4483448.0,0,1
2018-09-04,4530042.0,1,1
2018-09-05,4483694.0,2,1
2018-09-06,4382857.0,3,1
2018-09-07,4310498.0,4,1
2018-09-08,3784078.0,5,1
2018-09-09,3492310.0,6,1
2018-09-10,4093808.0,0,1
2018-09-11,4148080.0,1,1
2018-09-12,4410133.0,2,1
2018-09-13,4444738.0,3,1
2018-09-14,4410999.0,4,1
2018-09-15,3853940.0,5,1
2018-09-16,3566727.0,6,1
2018-09-17,4305592.0,0,1
2018-09-18,4398991.0,1,1
2018-09-19,4440059.0,2,1
2018-09-20,4472970.0,3,1
2018-09-21,4450516.0,4,1
2018-09-22,3985753.0,5,1
2018-09-23,3699191.0,6,1
2018-09-24,4379119.0,0,1
2018-09-25,4427776.0,1,1
2018-09-26,4387035.0,2,1
2018-09-27,4331671.0,3,1
2018-09-28,4282442.0,4,1
2018-09-29,3790199.0,5,1
2018-09-30,3483406.0,6,1
2018-10-01,4116631.0,0,1
2018-10-02,4169606.0,1,1
2018-10-03,4193972.0,2,1
2018-10-04,4206039.0,3,1
2018-10-05,4150969.0,4,1
2018-10-06,3709323.0,5,1
2018-10-07,3412442.0,6,1
2018-10-08,3977284.0,0,1
2018-10-09,4019901.0,1,1
2018-10-10,4094662.0,2,1
2018-10-11,4078110.0,3,1
2018-10-12,3517896.0,4,0
2018-10-13,3536143.0,5,1
2018-10-14,3368173.0,6,1
2018-10-15,3958956.0,0,1
2018-10-16,4082572.0,1,1
2018-10-17,4124165.0,2,1
2018-10-18,4120924.0,3,1
2018-10-19,4081112.0,4,1
2018-10-20,3624965.0,5,1
2018-10-21,3362137.0,6,1
2018-10-22,3989612.0,0,1
2018-10-23,4081164.0,1,1
2018-10-24,4073665.0,2,1
2018-10-25,4075437.0,3,1
2018-10-26,4081782.0,4,1
2018-10-27,3670981.0,5,1
2018-10-28,3606327.0,6,1
2018-10-29,4275674.0,0,1
2018-10-30,4438017.0,1,1
2018-10-31,4397952.0,2,1
2018-11-01,3723884.0,3,0
2018-11-02,3962606.0,4,1
2018-11-03,3750772.0,5,1
2018-11-04,3560365.0,6,1
2018-11-05,4290539.0,0,1
2018-11-06,4415231.0,1,1
2018-11-07,4422690.0,2,1
2018-11-08,4431203.0,3,1
2018-11-09,4356531.0,4,1
2018-11-10,3904621.0,5,1
2018-11-11,3589286.0,6,1
2018-11-12,4263791.0,0,1
2018-11-13,4312048.0,1,1
2018-11-14,4305991.0,2,1
2018-11-15,4302337.0,3,1
2018-11-16,4261133.0,4,1
2018-11-17,3795559.0,5,1
2018-11-18,3590524.0,6,1
2018-11-19,4286362.0,0,1
2018-11-20,4443613.0,1,1
2018-11-21,4467163.0,2,1
2018-11-22,4490570.0,3,1
2018-11-23,4461064.0,4,1
2018-11-24,3998870.0,5,1
2018-11-25,3765224.0,6,1
2018-11-26,4453534.0,0,1
2018-11-27,4545796.0,1,1
2018-11-28,4559887.0,2,1
2018-11-29,4578318.0,3,1
2018-11-30,4509129.0,4,1
2018-12-01,4033349.0,5,1
2018-12-02,3747070.0,6,1
2018-12-03,4383703.0,0,1
2018-12-04,4431741.0,1,1
2018-12-05,4396521.0,2,1
2018-12-06,3853917.0,3,0
2018-12-07,4024696.0,4,1
2018-12-08,3763145.0,5,0
2018-12-09,3658034.0,6,1
2018-12-10,4386922.0,0,1
2018-12-11,4531938.0,1,1
2018-12-12,4581465.0,2,1
2018-12-13,4645053.0,3,1
2018-12-14,4579671.0,4,1
2018-12-15,4102046.0,5,1
2018-12-16,3859403.0,6,1
2018-12-17,4575483.0,0,1
2018-12-18,4722553.0,1,1
2018-12-19,4630763.0,2,1
2018-12-20,4568502.0,3,1
2018-12-21,4405469.0,4,1
2018-12-22,3909852.0,5,1
2018-12-23,3668856.0,6,1
2018-12-24,3672049.0,0,1
2018-12-25,3215768.0,1,0
2018-12-26,3818073.0,2,1
2018-12-27,4107085.0,3,1
2018-12-28,4121884.0,4,1
2018-12-29,3835129.0,5,1
2018-12-30,3636728.0,6,1
2018-12-31,3730835.0,0,1
2019-01-01,3324476.0,1,0
2019-01-02,4237206.0,2,1
2019-01-03,4501745.0,3,1
2019-01-04,4531560.0,4,1
2019-01-05,4102440.0,5,1
2019-01-06,3771411.0,6,0
2019-01-07,4365051.0,0,1
2019-01-08,4831293.0,1,1
2019-01-09,4842258.0,2,1
2019-01-10,4899723.0,3,1
2019-01-11,4956196.0,4,1
2019-01-12,4411394.0,5,1
2019-01-13,4126500.0,6,1
2019-01-14,4780555.0,0,1
2019-01-15,4835153.0,1,1
2019-01-16,4853460.0,2,1
2019-01-17,4868526.0,3,1
2019-01-18,4863887.0,4,1
2019-01-19,4389991.0,5,1
2019-01-20,4039985.0,6,1
2019-01-21,4761533.0,0,1
2019-01-22,4963874.0,1,1
2019-01-23,4907550.0,2,1
2019-01-24,4804591.0,3,1
2019-01-25,4671549.0,4,1
2019-01-26,4134328.0,5,1
2019-01-27,3887427.0,6,1
2019-01-28,4634266.0,0,1
2019-01-29,4747473.0,1,1
2019-01-30,4742852.0,2,1
2019-01-31,4711100.0,3,1
2019-02-01,4645823.0,4,1
2019-02-02,4246028.0,5,1
2019-02-03,3991225.0,6,1
2019-02-04,4741973.0,0,1
2019-02-05,4730861.0,1,1
2019-02-06,4643259.0,2,1
2019-02-07,4599388.0,3,1
2019-02-08,4545138.0,4,1
2019-02-09,4089851.0,5,1
2019-02-10,3835892.0,6,1
2019-02-11,4451952.0,0,1
2019-02-12,4565267.0,1,1
2019-02-13,4535495.0,2,1
2019-02-14,4514143.0,3,1
2019-02-15,4488093.0,4,1
2019-02-16,4004981.0,5,1
2019-02-17,3729716.0,6,1
2019-02-18,4441134.0,0,1
2019-02-19,4502848.0,1,1
2019-02-20,4471318.0,2,1
2019-02-21,4474464.0,3,1
2019-02-22,4381401.0,4,1
2019-02-23,3911968.0,5,1
2019-02-24,3612081.0,6,1
2019-02-25,4274830.0,0,1
2019-02-26,4329681.0,1,1
2019-02-27,4317108.0,2,1
2019-02-28,4218980.0,3,1
2019-03-01,4261822.0,4,1
2019-03-02,3828336.0,5,1
2019-03-03,3536857.0,6,1
2019-03-04,4160544.0,0,1
2019-03-05,4267653.0,1,1
2019-03-06,4384534.0,2,1
2019-03-07,4327592.0,3,1
2019-03-08,4255649.0,4,1
2019-03-09,3800309.0,5,1
2019-03-10,3487405.0,6,1
2019-03-11,4111568.0,0,1
2019-03-12,4223184.0,1,1
2019-03-13,4285304.0,2,1
2019-03-14,4276323.0,3,1
2019-03-15,4196071.0,4,1
2019-03-16,3744065.0,5,1
2019-03-17,3481408.0,6,1
2019-03-18,4030233.0,0,1
2019-03-19,4002429.0,1,1
2019-03-20,4278210.0,2,1
2019-03-21,4304944.0,3,1
2019-03-22,4257422.0,4,1
2019-03-23,3797925.0,5,1
2019-03-24,3478055.0,6,1
2019-03-25,4076903.0,0,1
2019-03-26,4174418.0,1,1
2019-03-27,4181432.0,2,1
2019-03-28,4180564.0,3,1
2019-03-29,4168193.0,4,1
2019-03-30,3749410.0,5,1
2019-03-31,3386791.0,6,1
2019-04-01,4159669.0,0,1
2019-04-02,4232110.0,1,1
2019-04-03,4244477.0,2,1
2019-04-04,4264665.0,3,1
2019-04-05,4334100.0,4,1
2019-04-06,3878907.0,5,1
2019-04-07,3620613.0,6,1
2019-04-08,4257953.0,0,1
2019-04-09,4339913.0,1,1
2019-04-10,4326728.0,2,1
2019-04-11,4300968.0,3,1
2019-04-12,4200875.0,4,1
2019-04-13,3735230.0,5,1
2019-04-14,3439839.0,6,1
2019-04-15,4017382.0,0,1
2019-04-16,4052291.0,1,1
2019-04-17,4017509.0,2,1
2019-04-18,3582305.0,3,0
2019-04-19,3297799.0,4,0
2019-04-20,3371818.0,5,1
2019-04-21,3253017.0,6,1
2019-04-22,3527569.0,0,1
2019-04-23,3897353.0,1,1
2019-04-24,4167266.0,2,1
2019-04-25,4168643.0,3,1
2019-04-26,4070964.0,4,1
2019-04-27,3597705.0,5,1
2019-04-28,3232199.0,6,1
2019-04-29,3837021.0,0,1
2019-04-30,3928844.0,1,1
2019-05-01,3309140.0,2,0
2019-05-02,3803344.0,3,1
2019-05-03,3942295.0,4,1
2019-05-04,3595429.0,5,1
2019-05-05,3322329.0,6,1
2019-05-06,3927487.0,0,1
2019-05-07,4055615.0,1,1
2019-05-08,4101436.0,2,1
2019-05-09,4094017.0,3,1
2019-05-10,4052595.0,4,1
2019-05-11,3620327.0,5,1
2019-05-12,3309971.0,6,1
2019-05-13,3921232.0,0,1
2019-05-14,4065971.0,1,1
2019-05-15,4055602.0,2,1
2019-05-16,4100480.0,3,1
2019-05-17,4001563.0,4,1
2019-05-18,3569415.0,5,1
2019-05-19,3307189.0,6,1
2019-05-20,3918459.0,0,1
2019-05-21,4033623.0,1,1
2019-05-22,4079573.0,2,1
2019-05-23,4076157.0,3,1
2019-05-24,4044526.0,4,1
2019-05-25,3602694.0,5,1
2019-05-26,3283446.0,6,1
2019-05-27,3962785.0,0,1
2019-05-28,4091259.0,1,1
2019-05-29,4082714.0,2,1
2019-05-30,4058732.0,3,1
2019-05-31,4071043.0,4,1
2019-06-01,3714712.0,5,1
2019-06-02,3439619.0,6,1
2019-06-03,4119203.0,0,1
2019-06-04,4221958.0,1,1
2019-06-05,4132133.0,2,1
2019-06-06,4078360.0,3,1
2019-06-07,4060998.0,4,1
2019-06-08,3656880.0,5,1
2019-06-09,3365234.0,6,1
2019-06-10,3907928.0,0,1
2019-06-11,4041877.0,1,1
2019-06-12,4082584.0,2,1
2019-06-13,4106572.0,3,1
2019-06-14,4084595.0,4,1
2019-06-15,3675219.0,5,1
2019-06-16,3390845.0,6,1
2019-06-17,4039427.0,0,1
2019-06-18,4176766.0,1,1
2019-06-19,4208290.0,2,1
2019-06-20,4153279.0,3,1
2019-06-21,4130741.0,4,1
2019-06-22,3789746.0,5,1
2019-06-23,3513182.0,6,1
2019-06-24,3874675.0,0,1
2019-06-25,4347195.0,1,1
2019-06-26,4507293.0,2,1
2019-06-27,4600595.0,3,1
2019-06-28,4664563.0,4,1
2019-06-29,4259485.0,5,1
2019-06-30,3940393.0,6,1
2019-07-01,4547494.0,0,1
2019-07-02,4610815.0,1,1
2019-07-03,4603979.0,2,1
2019-07-04,4595058.0,3,1
2019-07-05,4595526.0,4,1
2019-07-06,4157394.0,5,1
2019-07-07,3835140.0,6,1
2019-07-08,4407424.0,0,1
2019-07-09,4376509.0,1,1
2019-07-10,4461876.0,2,1
2019-07-11,4651645.0,3,1
2019-07-12,4698424.0,4,1
2019-07-13,4172488.0,5,1
2019-07-14,3752555.0,6,1
2019-07-15,4499102.0,0,1
2019-07-16,4583596.0,1,1
2019-07-17,4527327.0,2,1
2019-07-18,4561839.0,3,1
2019-07-19,4632496.0,4,1
2019-07-20,4212484.0,5,1
2019-07-21,3903437.0,6,1
2019-07-22,4729883.0,0,1
2019-07-23,4872557.0,1,1
2019-07-24,4877662.0,2,1
2019-07-25,4732486.0,3,1
2019-07-26,4574046.0,4,1
2019-07-27,3950519.0,5,1
2019-07-28,3581986.0,6,1
2019-07-29,4294760.0,0,1
2019-07-30,4373547.0,1,1
2019-07-31,4306898.0,2,1
2019-08-01,4452375.0,3,1
2019-08-02,4426552.0,4,1
2019-08-03,3979167.0,5,1
2019-08-04,3718244.0,6,1
2019-08-05,4359526.0,0,1
2019-08-06,4480190.0,1,1
2019-08-07,4430402.0,2,1
2019-08-08,4510535.0,3,1
2019-08-09,4516736.0,4,1
2019-08-10,4050108.0,5,1
2019-08-11,3660111.0,6,1
2019-08-12,4006177.0,0,1
2019-08-13,4014902.0,1,1
2019-08-14,4078278.0,2,1
2019-08-15,3727652.0,3,0
2019-08-16,4044195.0,4,1
2019-08-17,3896404.0,5,1
2019-08-18,3672662.0,6,1
2019-08-19,4212771.0,0,1
2019-08-20,4203752.0,1,1
2019-08-21,4186016.0,2,1
2019-08-22,4222592.0,3,1
2019-08-23,4219218.0,4,1
2019-08-24,3869212.0,5,1
2019-08-25,3612023.0,6,1
2019-08-26,4256874.0,0,1
2019-08-27,4248513.0,1,1
2019-08-28,4306651.0,2,1
2019-08-29,4402854.0,3,1
2019-08-30,4445148.0,4,1
2019-08-31,3974108.0,5,1
2019-09-01,3685594.0,6,1
2019-09-02,4339370.0,0,1
2019-09-03,4524158.0,1,1
2019-09-04,4557663.0,2,1
2019-09-05,4425378.0,3,1
2019-09-06,4265955.0,4,1
2019-09-07,3799652.0,5,1
2019-09-08,3511195.0,6,1
2019-09-09,4103016.0,0,1
2019-09-10,4120845.0,1,1
2019-09-11,3939691.0,2,1
2019-09-12,4061652.0,3,1
2019-09-13,3998021.0,4,1
2019-09-14,3598864.0,5,1
2019-09-15,3385806.0,6,1
2019-09-16,4079794.0,0,1
2019-09-17,4211709.0,1,1
2019-09-18,4220876.0,2,1
2019-09-19,4238035.0,3,1
2019-09-20,4185951.0,4,1
2019-09-21,3713319.0,5,1
2019-09-22,3400750.0,6,1
2019-09-23,3980747.0,0,1
2019-09-24,4119686.0,1,1
2019-09-25,4186733.0,2,1
2019-09-26,4194822.0,3,1
2019-09-27,4171596.0,4,1
2019-09-28,3690937.0,5,1
2019-09-29,3383973.0,6,1
2019-09-30,4051412.0,0,1
2019-10-01,4199695.0,1,1
2019-10-02,4148403.0,2,1
2019-10-03,4082607.0,3,1
2019-10-04,4074922.0,4,1
2019-10-05,3650131.0,5,1
2019-10-06,3366565.0,6,1
2019-10-07,4009651.0,0,1
2019-10-08,4141885.0,1,1
2019-10-09,4048271.0,2,1
2019-10-10,4103843.0,3,1
2019-10-11,4052406.0,4,1
2019-10-12,3511314.0,5,0
2019-10-13,3340119.0,6,1
2019-10-14,3997151.0,0,1
2019-10-15,3998955.0,1,1
2019-10-16,4033133.0,2,1
2019-10-17,4052362.0,3,1
2019-10-18,3976228.0,4,1
2019-10-19,3604147.0,5,1
2019-10-20,3324964.0,6,1
2019-10-21,3945462.0,0,1
2019-10-22,4118041.0,1,1
2019-10-23,4150826.0,2,1
2019-10-24,4127747.0,3,1
2019-10-25,4082041.0,4,1
2019-10-26,3606508.0,5,1
2019-10-27,3476350.0,6,1
2019-10-28,3981354.0,0,1
2019-10-29,4083703.0,1,1
2019-10-30,4077953.0,2,1
2019-10-31,4013480.0,3,1
2019-11-01,3466559.0,4,0
2019-11-02,3449776.0,5,1
2019-11-03,3309287.0,6,1
2019-11-04,3997167.0,0,1
2019-11-05,4124322.0,1,1
2019-11-06,4141386.0,2,1
2019-11-07,4219676.0,3,1
2019-11-08,4274398.0,4,1
2019-11-09,3837233.0,5,1
2019-11-10,3560206.0,6,1
2019-11-11,4325957.0,0,1
2019-11-12,4397309.0,1,1
2019-11-13,4416798.0,2,1
2019-11-14,4508264.0,3,1
2019-11-15,4510960.0,4,1
2019-11-16,4042942.0,5,1
2019-11-17,3814482.0,6,1
2019-11-18,4468624.0,0,1
2019-11-19,4629077.0,1,1
2019-11-20,4669162.0,2,1
2019-11-21,4660302.0,3,1
2019-11-22,4627113.0,4,1
2019-11-23,3986545.0,5,1
2019-11-24,3710464.0,6,1
2019-11-25,4391276.0,0,1
2019-11-26,4455672.0,1,1
2019-11-27,4387989.0,2,1
2019-11-28,4395512.0,3,1
2019-11-29,4319513.0,4,1
2019-11-30,3840565.0,5,1
2019-12-01,3648848.0,6,1
2019-12-02,4336796.0,0,1
2019-12-03,4474344.0,1,1
2019-12-04,4535629.0,2,1
2019-12-05,4485744.0,3,1
2019-12-06,3915251.0,4,0
2019-12-07,3833471.0,5,1
2019-12-08,3675284.0,6,0
2019-12-09,4127761.0,0,1
2019-12-10,4474279.0,1,1
2019-12-11,4553580.0,2,1
2019-12-12,4640012.0,3,1
2019-12-13,4486280.0,4,1
2019-12-14,3958723.0,5,1
2019-12-15,3734995.0,6,1
2019-12-16,4415001.0,0,1
2019-12-17,4492270.0,1,1
2019-12-18,4496653.0,2,1
2019-12-19,4492205.0,3,1
2019-12-20,4245437.0,4,1
2019-12-21,3731300.0,5,1
2019-12-22,3464450.0,6,1
2019-12-23,3784935.0,0,1
2019-12-24,3462050.0,1,1
2019-12-25,3008804.0,2,0
2019-12-26,3512403.0,3,1
2019-12-27,3794517.0,4,1
2019-12-28,3631441.0,5,1
2019-12-29,3470941.0,6,1
2019-12-30,3882176.0,0,1
2019-12-31,3714012.0,1,1
2020-01-01,3276601.0,2,0
2020-01-02,4104515.0,3,1
2020-01-03,4277206.0,4,1
2020-01-04,3938012.0,5,1
2020-01-05,3719952.0,6,1
2020-01-06,3604841.0,0,0
2020-01-07,4508396.0,1,1
2020-01-08,4683000.0,2,1
2020-01-09,4711597.0,3,1
2020-01-10,4684693.0,4,1
2020-01-11,4210343.0,5,1
2020-01-12,3988401.0,6,1
2020-01-13,4778074.0,0,1
2020-01-14,4828427.0,1,1
2020-01-15,4765776.0,2,1
2020-01-16,4711909.0,3,1
2020-01-17,4636272.0,4,1
2020-01-18,4159440.0,5,1
2020-01-19,3920928.0,6,1
2020-01-20,4834051.0,0,1
2020-01-21,4963903.0,1,1
2020-01-22,4847442.0,2,1
2020-01-23,4765863.0,3,1
2020-01-24,4703356.0,4,1
2020-01-25,4183791.0,5,1
2020-01-26,3849541.0,6,1
2020-01-27,4605611.0,0,1
2020-01-28,4613713.0,1,1
2020-01-29,4534087.0,2,1
2020-01-30,4455150.0,3,1
2020-01-31,4380423.0,4,1
2020-02-01,3882229.0,5,1
2020-02-02,3577059.0,6,1
2020-02-03,4166561.0,0,1
2020-02-04,4262291.0,1,1
2020-02-05,4318541.0,2,1
2020-02-06,4383721.0,3,1
2020-02-07,4408873.0,4,1
2020-02-08,3978106.0,5,1
2020-02-09,3700978.0,6,1
2020-02-10,4288790.0,0,1
2020-02-11,4355881.0,1,1
2020-02-12,4380645.0,2,1
2020-02-13,4344330.0,3,1
2020-02-14,4318533.0,4,1
2020-02-15,3857441.0,5,1
2020-02-16,3581788.0,6,1
2020-02-17,4216760.0,0,1
2020-02-18,4364223.0,1,1
2020-02-19,4363724.0,2,1
2020-02-20,4355420.0,3,1
2020-02-21,4289371.0,4,1
2020-02-22,3827234.0,5,1
2020-02-23,3520687.0,6,1
2020-02-24,4172590.0,0,1
2020-02-25,4241060.0,1,1
2020-02-26,4289822.0,2,1
2020-02-27,4278312.0,3,1
2020-02-28,4153019.0,4,1
2020-02-29,3827444.0,5,1
2020-03-01,3562140.0,6,1
2020-03-02,4213000.0,0,1
2020-03-03,4379982.0,1,1
2020-03-04,4317784.0,2,1
2020-03-05,4299917.0,3,1
2020-03-06,4318705.0,4,1
2020-03-07,3888091.0,5,1
2020-03-08,3592040.0,6,1
2020-03-09,4206873.0,0,1
2020-03-10,4240455.0,1,1
2020-03-11,4251344.0,2,1
2020-03-12,4208304.0,3,1
2020-03-13,4152172.0,4,1
2020-03-14,3660016.0,5,1
2020-03-15,3400008.0,6,1
2020-03-16,3991555.0,0,1
2020-03-17,4021214.0,1,1
2020-03-18,3896842.0,2,1
2020-03-19,3633178.0,3,1
2020-03-20,3698447.0,4,1
2020-03-21,3511435.0,5,1
2020-03-22,3324653.0,6,1
2020-03-23,3724209.0,0,1
2020-03-24,3772401.0,1,1
2020-03-25,3782420.0,2,1
2020-03-26,3758970.0,3,1
2020-03-27,3807026.0,4,1
2020-03-28,3445931.0,5,1
2020-03-29,3059609.0,6,1
2020-03-30,3466596.0,0,1
2020-03-31,3488382.0,1,1
2020-04-01,3442820.0,2,1
2020-04-02,3412144.0,3,1
2020-04-03,3333036.0,4,1
2020-04-04,3098446.0,5,1
2020-04-05,2952935.0,6,1
2020-04-06,3244310.0,0,1
2020-04-07,3237906.0,1,1
2020-04-08,3181027.0,2,1
2020-04-09,3039230.0,3,0
2020-04-10,2913670.0,4,0
2020-04-11,2962083.0,5,1
2020-04-12,2859121.0,6,1
2020-04-13,3088038.0,0,1
2020-04-14,3358746.0,1,1
2020-04-15,3448100.0,2,1
2020-04-16,3443742.0,3,1
2020-04-17,3418807.0,4,1
2020-04-18,3160512.0,5,1
2020-04-19,2971719.0,6,1
2020-04-20,3330946.0,0,1
2020-04-21,3459924.0,1,1
2020-04-22,3472413.0,2,1
2020-04-23,3457602.0,3,1
2020-04-24,3425319.0,4,1
2020-04-25,3192658.0,5,1
2020-04-26,2981617.0,6,1
2020-04-27,3371097.0,0,1
2020-04-28,3450344.0,1,1
2020-04-29,3463433.0,2,1
2020-04-30,3386013.0,3,1
2020-05-01,2978149.0,4,0
2020-05-02,3029908.0,5,1
2020-05-03,2941232.0,6,1
2020-05-04,3345138.0,0,1
2020-05-05,3481776.0,1,1
2020-05-06,3516873.0,2,1
2020-05-07,3467614.0,3,1
2020-05-08,3426833.0,4,1
2020-05-09,3122173.0,5,1
2020-05-10,2912461.0,6,1
2020-05-11,3363713.0,0,1
2020-05-12,3551173.0,1,1
2020-05-13,3516323.0,2,1
2020-05-14,3524500.0,3,1
2020-05-15,3446359.0,4,1
2020-05-16,3145530.0,5,1
2020-05-17,2958821.0,6,1
2020-05-18,3399587.0,0,1
2020-05-19,3507051.0,1,1
2020-05-20,3598706.0,2,1
2020-05-21,3633387.0,3,1
2020-05-22,3659520.0,4,1
2020-05-23,3328985.0,5,1
2020-05-24,3118630.0,6,1
2020-05-25,3599872.0,0,1
2020-05-26,3700772.0,1,1
2020-05-27,3729822.0,2,1
2020-05-28,3705162.0,3,1
2020-05-29,3700219.0,4,1
2020-05-30,3357965.0,5,1
2020-05-31,3105231.0,6,1
2020-06-01,3582998.0,0,1
2020-06-02,3745335.0,1,1
2020-06-03,3806278.0,2,1
2020-06-04,3725490.0,3,1
2020-06-05,3660520.0,4,1
2020-06-06,3324754.0,5,1
2020-06-07,3066333.0,6,1
2020-06-08,3550803.0,0,1
2020-06-09,3665611.0,1,1
2020-06-10,3734473.0,2,1
2020-06-11,3728123.0,3,1
2020-06-12,3692225.0,4,1
2020-06-13,3323263.0,5,1
2020-06-14,3081481.0,6,1
2020-06-15,3662145.0,0,1
2020-06-16,3755262.0,1,1
2020-06-17,3759222.0,2,1
2020-06-18,3753524.0,3,1
2020-06-19,3767697.0,4,1
2020-06-20,3490330.0,5,1
2020-06-21,3291709.0,6,1
2020-06-22,3939996.0,0,1
2020-06-23,4079618.0,1,1
2020-06-24,3839978.0,2,1
2020-06-25,4104214.0,3,1
2020-06-26,4024893.0,4,1
2020-06-27,3658070.0,5,1
2020-06-28,3484466.0,6,1
2020-06-29,4166507.0,0,1
2020-06-30,4326407.0,1,1
2020-07-01,4380147.0,2,1
2020-07-02,4384822.0,3,1
2020-07-03,4197914.0,4,1
2020-07-04,3805533.0,5,1
2020-07-05,3594453.0,6,1
2020-07-06,4341451.0,0,1
2020-07-07,4466677.0,1,1
2020-07-08,4491676.0,2,1
2020-07-09,4410916.0,3,1
2020-07-10,4315028.0,4,1
2020-07-11,3925758.0,5,1
2020-07-12,3606250.0,6,1
2020-07-13,4287810.0,0,1
2020-07-14,4317348.0,1,1
2020-07-15,4327967.0,2,1
2020-07-16,4346275.0,3,1
2020-07-17,4310005.0,4,1
2020-07-18,3918003.0,5,1
2020-07-19,3677030.0,6,1
2020-07-20,4386852.0,0,1
2020-07-21,4489243.0,1,1
2020-07-22,4446294.0,2,1
2020-07-23,4505353.0,3,1
2020-07-24,4478002.0,4,1
2020-07-25,3997696.0,5,1
2020-07-26,3779645.0,6,1
2020-07-27,4532088.0,0,1
2020-07-28,4640737.0,1,1
2020-07-29,4649022.0,2,1
2020-07-30,4701222.0,3,1
2020-07-31,4627680.0,4,1
2020-08-01,4179448.0,5,1
2020-08-02,3809513.0,6,1
2020-08-03,4222822.0,0,1
2020-08-04,4263593.0,1,1
2020-08-05,4371528.0,2,1
2020-08-06,4427981.0,3,1
2020-08-07,4422215.0,4,1
2020-08-08,3992575.0,5,1
2020-08-09,3741895.0,6,1
2020-08-10,4189799.0,0,1
2020-08-11,4168820.0,1,1
2020-08-12,4032772.0,2,1
2020-08-13,4066232.0,3,1
2020-08-14,4019878.0,4,1
2020-08-15,3558539.0,5,0
2020-08-16,3330471.0,6,1
2020-08-17,3829444.0,0,1
2020-08-18,4014405.0,1,1
2020-08-19,4123326.0,2,1
2020-08-20,4136240.0,3,1
2020-08-21,4195292.0,4,1
2020-08-22,3822182.0,5,1
2020-08-23,3522822.0,6,1
2020-08-24,4165274.0,0,1
2020-08-25,4400776.0,1,1
2020-08-26,4508774.0,2,1
2020-08-27,4543760.0,3,1
2020-08-28,4372517.0,4,1
2020-08-29,3571613.0,5,1
2020-08-30,3215011.0,6,1
2020-08-31,3864140.0,0,1
2020-09-01,3998114.0,1,1
2020-09-02,4053583.0,2,1
2020-09-03,4115199.0,3,1
2020-09-04,4135209.0,4,1
2020-09-05,3713846.0,5,1
2020-09-06,3419792.0,6,1
2020-09-07,3942129.0,0,1
2020-09-08,3989588.0,1,1
2020-09-09,4101108.0,2,1
2020-09-10,4126725.0,3,1
2020-09-11,3999549.0,4,1
2020-09-12,3725231.0,5,1
2020-09-13,3472226.0,6,1
2020-09-14,4128301.0,0,1
2020-09-15,4250982.0,1,1
2020-09-16,4313938.0,2,1
2020-09-17,4234509.0,3,1
2020-09-18,4079626.0,4,1
2020-09-19,3566160.0,5,1
2020-09-20,3276096.0,6,1
2020-09-21,3902482.0,0,1
2020-09-22,4029451.0,1,1
2020-09-23,4056344.0,2,1
2020-09-24,4052320.0,3,1
2020-09-25,3921346.0,4,1
2020-09-26,3462463.0,5,1
2020-09-27,3199703.0,6,1
2020-09-28,3801916.0,0,1
2020-09-29,3943620.0,1,1
2020-09-30,3966114.0,2,1
