date,hour,value,weekday,working_day
2014/04/25,21,88.09,4,1
2014/04/25,22,82.48,4,1
2014/04/25,23,79.04,4,1
2014/04/26,0,79.9,5,1
2014/04/26,1,79.36,5,1
2014/04/26,2,75.33,5,1
2014/04/26,3,74.63,5,1
2014/04/26,4,74.07,5,1
2014/04/26,5,74.36,5,1
2014/04/26,6,75.5,5,1
2014/04/26,7,76.29,5,1
2014/04/26,8,75.43,5,1
2014/04/26,9,75.25,5,1
2014/04/26,10,78.3,5,1
2014/04/26,11,76.46,5,1
2014/04/26,12,77.34,5,1
2014/04/26,13,77.02,5,1
2014/04/26,14,73.0,5,1
2014/04/26,15,69.97,5,1
2014/04/26,16,69.24,5,1
2014/04/26,17,69.3,5,1
2014/04/26,18,69.77,5,1
2014/04/26,19,70.67,5,1
2014/04/26,20,73.31,5,1
2014/04/26,21,81.3,5,1
2014/04/26,22,79.9,5,1
2014/04/26,23,76.93,5,1
2014/04/27,0,80.38,6,1
2014/04/27,1,76.62,6,1
2014/04/27,2,74.5,6,1
2014/04/27,3,75.62,6,1
2014/04/27,4,75.88,6,1
2014/04/27,5,78.63,6,1
2014/04/27,6,80.03,6,1
2014/04/27,7,79.89,6,1
2014/04/27,8,77.82,6,1
2014/04/27,9,80.83,6,1
2014/04/27,10,84.34,6,1
2014/04/27,11,84.03,6,1
2014/04/27,12,83.77,6,1
2014/04/27,13,84.19,6,1
2014/04/27,14,79.37,6,1
2014/04/27,15,75.84,6,1
2014/04/27,16,70.33,6,1
2014/04/27,17,69.13,6,1
2014/04/27,18,68.49,6,1
2014/04/27,19,71.02,6,1
2014/04/27,20,85.6,6,1
2014/04/27,21,94.65,6,1
2014/04/27,22,94.94,6,1
2014/04/27,23,92.49,6,1
2014/04/28,0,97.42,0,1
2014/04/28,1,98.13,0,1
2014/04/28,2,97.74,0,1
2014/04/28,3,94.37,0,1
2014/04/28,4,94.1,0,1
2014/04/28,5,94.81,0,1
2014/04/28,6,98.74,0,1
2014/04/28,7,105.0,0,1
2014/04/28,8,108.21,0,1
2014/04/28,9,108.61,0,1
2014/04/28,10,108.23,0,1
2014/04/28,11,107.46,0,1
2014/04/28,12,106.3,0,1
2014/04/28,13,107.37,0,1
2014/04/28,14,102.53,0,1
2014/04/28,15,100.35,0,1
2014/04/28,16,98.75,0,1
2014/04/28,17,99.11,0,1
2014/04/28,18,98.67,0,1
2014/04/28,19,100.22,0,1
2014/04/28,20,111.74,0,1
2014/04/28,21,117.29,0,1
2014/04/28,22,113.67,0,1
2014/04/28,23,102.38,0,1
2014/04/29,0,103.19,1,1
2014/04/29,1,101.9,1,1
2014/04/29,2,96.95,1,1
2014/04/29,3,95.83,1,1
2014/04/29,4,94.2,1,1
2014/04/29,5,95.44,1,1
2014/04/29,6,102.54,1,1
2014/04/29,7,108.65,1,1
2014/04/29,8,110.32,1,1
2014/04/29,9,111.49,1,1
2014/04/29,10,111.3,1,1
2014/04/29,11,111.17,1,1
2014/04/29,12,107.92,1,1
2014/04/29,13,107.34,1,1
2014/04/29,14,103.88,1,1
2014/04/29,15,100.04,1,1
2014/04/29,16,94.91,1,1
2014/04/29,17,94.99,1,1
2014/04/29,18,95.17,1,1
2014/04/29,19,95.92,1,1
2014/04/29,20,105.91,1,1
2014/04/29,21,113.19,1,1
2014/04/29,22,109.6,1,1
2014/04/29,23,101.9,1,1
2014/04/30,0,99.1,2,1
2014/04/30,1,101.03,2,1
2014/04/30,2,101.23,2,1
2014/04/30,3,100.45,2,1
2014/04/30,4,99.78,2,1
2014/04/30,5,101.34,2,1
2014/04/30,6,109.56,2,1
2014/04/30,7,110.56,2,1
2014/04/30,8,112.94,2,1
2014/04/30,9,113.77,2,1
2014/04/30,10,112.33,2,1
2014/04/30,11,110.43,2,1
2014/04/30,12,107.81,2,1
2014/04/30,13,107.66,2,1
2014/04/30,14,105.6,2,1
2014/04/30,15,101.84,2,1
2014/04/30,16,99.27,2,1
2014/04/30,17,98.79,2,1
2014/04/30,18,98.35,2,1
2014/04/30,19,101.38,2,1
2014/04/30,20,108.14,2,1
2014/04/30,21,112.58,2,1
2014/04/30,22,108.06,2,1
2014/04/30,23,100.14,2,1
2014/05/01,0,105.09,3,0
2014/05/01,1,103.9,3,0
2014/05/01,2,101.97,3,0
2014/05/01,3,103.61,3,0
